nickname,userProvince,userLevelName,userClientShow,isMobile,score,evaluation,creationTime,referenceTime,days,referenceId,content
"j***s","","金牌会员","来自京东Android客户端","True","5","好评","2016-04-03 20:43:51","2016-02-27 12:30:30","36","1015650","质量好，不错的一次购"
"z***6","","钻石会员","来自京东iPhone客户端","True","1","差评","2016-04-03 18:19:27","2016-03-30 08:36:40","4","1015650","服务很差"
"c***d","甘肃","金牌会员","来自京东iPhone客户端","True","5","好评","2016-04-03 18:06:06","2016-03-28 23:57:29","6","1015650","挺好的，老婆很喜欢"
"锦***强","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-04-03 14:31:25","2016-04-02 11:35:11","1","1015650","大赞，非常不错"
"狂***袋","","银牌会员","来自京东Android客户端","True","5","好评","2016-04-03 13:55:57","2016-03-31 17:04:39","3","1015650","不错"
"扎***人","","钻石会员","","False","3","中评","2016-04-03 13:47:31","2016-01-30 23:02:39","64","1015650","价格不贵，也比较省空间，就是那个声音啊。。。。太吵了"
"苗***9","","银牌会员","来自京东Android客户端","True","5","好评","2016-04-03 13:45:39","2016-04-02 16:36:36","1","1015650","真的不错京东物流神速昨下午买的今天上午就送到了马上用了很好的产品安转人员态度超好的"
"张***芬","","钻石会员","来自京东Android客户端","True","5","好评","2016-04-03 11:24:55","2016-04-02 11:51:18","1","1015650","师傅服务态度很好，机子声音不大很满意！"
"j***z","","银牌会员","来自京东Android客户端","True","2","中评","2016-04-03 09:18:50","2016-04-01 02:24:07","2","1015650","申请退货中，刚装就漏电"
"j***0","","钻石会员","来自京东Android客户端","True","5","好评","2016-04-03 06:15:20","2016-02-17 12:02:15","46","1015650","产品很好，产家上门安装，和实体店一样。"
"sunyimeng2vwc","","银牌会员","","False","5","好评","2016-04-02 21:46:54","2016-04-01 11:04:29","1","1015650","真的是很好，送货速度非常的快，4月1号下的单，2号就给送到家了，比在商厂里买便宜多了，也比商厂送货快，非常感谢京东，有机会还会来的。好好评"
"jd_107824479","山东","金牌会员","","False","5","好评","2016-04-02 21:42:44","2016-03-28 20:53:59","5","1015650","不错，正品，京东继续保持质量。。。。。。。。。。。。。。。。。。。。。。。。"
"S***6","四川","金牌会员","来自京东Android客户端","True","5","好评","2016-04-02 20:13:22","2016-02-25 01:52:22","37","1015650","用起来还是可以，海尔，民族品牌，值得信赖！愿继续加油，不辜负！"
"j***f","广东","银牌会员","来自京东Android客户端","True","5","好评","2016-04-02 19:46:21","2016-03-29 12:52:11","4","1015650","好"
"m***t","北京","钻石会员","来自京东iPhone客户端","True","5","好评","2016-04-02 19:18:40","2016-03-31 23:09:55","2","1015650","价格实惠，优惠加补贴，太棒了"
"jd_136598zto","","银牌会员","来自京东Android客户端","True","5","好评","2016-04-02 18:44:04","2016-03-31 23:19:22","2","1015650","海尔就是不错"
"j***8","","PLUS会员","来自京东Android客户端","True","5","好评","2016-04-02 18:11:22","2016-03-27 19:29:27","6","1015650","不错，一直很喜欢在京东买东西"
"a***n","","金牌会员","来自京东Android客户端","True","5","好评","2016-04-02 18:11:18","2016-03-20 09:51:42","13","1015650","声音挺大的～"
"A***n","上海","钻石会员","来自京东iPhone客户端","True","5","好评","2016-04-02 15:25:33","2016-03-25 12:28:00","8","1015650","安装师傅服务挺好，后续使用了在看效果"
"章***0","","钻石会员","来自京东Android客户端","True","5","好评","2016-04-02 12:55:02","2016-03-10 14:10:23","23","1015650","用了好长时间,质量很好;洗的也干净。"
"j***f","","金牌会员","来自京东Android客户端","True","5","好评","2016-04-02 11:09:41","2016-02-13 17:39:36","49","1015650","就是脱水声音好大，听着吓人"
"阿***8","广东","金牌会员","","False","5","好评","2016-04-02 10:43:29","2016-03-27 20:23:34","6","1015650","不错的一次购物"
"3***波","","钻石会员","来自京东Android客户端","True","5","好评","2016-04-02 07:41:53","2016-03-28 10:09:08","5","1015650","帮朋友父母买的，还要教会使用，还好没那么复杂支持国产！"
"0***伦","","钻石会员","来自京东Android客户端","True","5","好评","2016-04-01 23:27:29","2016-03-30 12:01:00","2","1015650","洗衣机很好，洗净度高，又大气，标准的7公斤，满意！"
"g***6","","银牌会员","来自京东Android客户端","True","5","好评","2016-04-01 22:56:28","2016-03-29 08:38:41","3","1015650","还好吧，最后一次甩水的时候声音有点大，其他都还好，洗的蛮干净的！"
"小***2","辽宁","金牌会员","来自京东Android客户端","True","5","好评","2016-04-01 22:15:09","2016-03-29 19:17:15","3","1015650","很好，暂时没发现和一年前买的有区别"
"王***8","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-04-01 21:45:18","2016-03-30 11:29:08","2","1015650","送回来洗了俩次衣服，挺好的，物流也快，服务好！"
"绿***麻","广东","钻石会员","来自京东Android客户端","True","5","好评","2016-04-01 21:42:26","2016-02-17 15:27:21","44","1015650","很好，性价比高。。。。。。。。。划算。。"
"z***n","广东","银牌会员","来自京东Android客户端","True","5","好评","2016-04-01 21:34:03","2016-02-11 16:14:40","50","1015650","洗得干净，就是慢了一点"
"青***棵","广东","钻石会员","来自京东iPhone客户端","True","5","好评","2016-04-01 15:20:30","2016-03-27 20:03:41","5","1015650","挺好的！"
"j***w","四川","银牌会员","来自京东Android客户端","True","5","好评","2016-04-01 14:32:10","2016-02-16 12:47:38","45","1015650","好用"
"驕***軍","","金牌会员","来自京东Android客户端","True","5","好评","2016-04-01 13:55:14","2016-03-29 12:50:09","3","1015650","国产牛货，海尔值得信赖！"
"m***g","北京","钻石会员","","False","5","好评","2016-04-01 13:36:28","2016-03-25 15:58:02","7","1015650","动力很足呀，洗了很多衣服都很干净"
"j***b","","金牌会员","","False","5","好评","2016-04-01 13:33:16","2016-03-25 15:51:01","7","1015650","洗的干净，脱水很快"
"不***的","广西","PLUS会员","来自京东Android客户端","True","5","好评","2016-04-01 11:19:56","2016-03-10 08:44:06","22","1015650","经典型号，挺好用"
"黄***5","","钻石会员","","False","5","好评","2016-04-01 11:14:39","2016-03-18 22:39:39","14","1015650","好好好好好1好好好好好好好1好"
"8***林","四川","钻石会员","来自京东iPhone客户端","True","5","好评","2016-04-01 08:57:47","2016-02-20 11:57:23","41","1015650","非常的好，和宝贝描述的一样一样的，很满意，值得购买。"
"0***芬","","钻石会员","","False","5","好评","2016-03-30 20:38:37","2016-03-24 22:47:47","6","1015650","宝贝不错，款式很不错,大品牌质量好，价格便宜,发货很快，送货到家，服务没得说，信赖京东"
"jd_807556603","山东","金牌会员","","False","4","好评","2016-03-30 19:07:33","2016-03-01 13:21:35","29","1015650","给父母买的，老人还满意"
"m***8","广东","钻石会员","来自京东Android客户端","True","5","好评","2016-03-30 18:45:12","2016-03-02 23:48:38","28","1015650","比较满意"
"爱***航","","金牌会员","来自微信购物","False","5","好评","2016-03-30 18:17:41","2016-03-27 17:05:31","3","1015650","值得信赖的京东，这款洗衣机已经买了两个，物有所值！！"
"s***8","北京","金牌会员","来自京东Android客户端","True","5","好评","2016-03-30 17:24:43","2016-03-25 19:23:43","5","1015650","早就送来了，因为装修，今天刚刚试。很好。厂家人员指导也很耐心。好好好。"
"A***巧","湖北","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-30 15:14:15","2016-03-29 15:58:18","1","1015650","好"
"花落不粘身","江西","PLUS会员","","False","4","好评","2016-03-30 14:43:57","2016-02-19 00:16:39","40","1015650","洗衣机还不错，就是我家没有放的位置。。。"
"1***p","","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-30 13:29:27","2016-03-27 20:06:38","3","1015650","还没装，使用再追评"
"s***0","广东","金牌会员","","False","5","好评","2016-03-30 12:16:10","2016-03-29 11:59:24","1","1015650","好好好好好好好好好好好好好好好好好好好好好好好好好"
"j***j","湖南","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-30 11:29:18","2016-03-26 08:08:17","4","1015650","非常满意："
"x***g","北京","钻石会员","来自京东Android客户端","True","5","好评","2016-03-30 10:03:55","2016-03-25 22:47:42","5","1015650","洗衣机很好用，声音很小也很好用"
"j***0","江苏","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-30 07:21:49","2016-03-07 16:01:30","23","1015650","一直相信京东。   值得信赖"
"a***5","","PLUS会员","来自京东Android客户端","True","5","好评","2016-03-30 00:30:58","2016-03-07 21:26:18","23","1015650","不错，支持国产。"
"木***v","黑龙江","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-30 00:06:34","2016-03-15 12:25:28","15","1015650","东西很好，就是第三方物流真不怎么样，送来的东西是坏的，又从新订的，真费事"
"g***8","广东","金牌会员","来自京东iPhone客户端","True","5","好评","2016-03-29 22:15:05","2016-03-22 14:10:36","7","1015650","正在使用中，没有什么心得不发表"
"M丶T","","金牌会员","","False","5","好评","2016-03-29 21:06:56","2016-01-28 19:47:59","61","1015650","用了感觉还不错，发货也蛮给力，挺好的，"
"d***5","江苏","金牌会员","","False","5","好评","2016-03-29 20:28:11","2016-01-18 23:58:05","71","1015650","用的很好，不错的一次网购"
"迷***蝠","甘肃","钻石会员","来自京东Android客户端","True","5","好评","2016-03-29 19:24:44","2016-03-19 21:57:55","10","1015650","比较实惠，洗了一次停干净的"
"t***4","贵州","银牌会员","来自京东iPhone客户端","True","1","差评","2016-03-29 14:59:56","2016-03-17 11:38:36","12","1015650","差评 还没用 买了就跌了*"
"j***a","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-29 13:14:04","2016-03-23 18:59:03","6","1015650","送货很快，等以后用上了再来晒图"
"夺宝岛钻石抬价员","","钻石会员","","False","1","差评","2016-03-29 12:58:09","2016-03-21 16:14:09","8","1015650","首先说当时选择海尔是因为送货和调试时一起的，结果送货的把货送到就走了。。。真是无奈。。。当时不在家家人签收的。。。不想给好评"
"m***0","广东","金牌会员","来自微信购物","False","5","好评","2016-03-29 08:03:48","2016-03-21 14:31:26","8","1015650","送货很快，洗衣机暂时没有发现问题"
"j***y","","金牌会员","来自京东Android客户端","True","5","好评","2016-03-29 07:28:32","2016-03-22 10:26:33","7","1015650","很厚重，好用"
"猫尾草SC","四川","PLUS会员","","False","5","好评","2016-03-29 00:40:40","2015-12-31 14:10:55","90","1015650","东西很不错，性价比很高，很不错！！！"
"W***J","广东","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-28 21:05:22","2016-03-18 13:53:29","10","1015650","忘记照相了，送货速度快，师傅工作很到位&hellip;&hellip;好评"
"难***容","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-28 20:31:34","2016-02-11 13:28:14","46","1015650","送货员一个人爬楼梯背到5楼，必须赞，洗衣机很好用。"
"z***9","山东","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-28 18:35:51","2016-03-24 22:05:40","4","1015650","挺快挺好"
"5***宇","","金牌会员","来自京东Android客户端","True","5","好评","2016-03-28 17:07:13","2016-03-28 10:34:46","0","1015650","东西不错，性价比高"
"jd186967xjt","","金牌会员","","False","5","好评","2016-03-28 17:07:08","2016-03-24 16:41:40","4","1015650","送货很快，试用了洗衣很干净。"
"V***7","","钻石会员","来自京东Android客户端","True","1","差评","2016-03-28 15:26:11","2016-03-18 20:14:36","10","1015650","垃圾，刚买了一个星期，降了*！"
"m***o","上海","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-28 08:06:38","2016-01-27 18:00:19","61","1015650","质量很好，送货速度快"
"j***9","北京","钻石会员","来自京东Android客户端","True","5","好评","2016-03-27 22:19:31","2016-03-10 09:47:49","17","1015650","质量很好，老妈就也用的是这个，喜欢。"
"l***4","","银牌会员","","False","4","好评","2016-03-27 21:36:34","2016-03-19 23:16:51","8","1015650","物流很给力，效果等使用在评价。"
"w***g","","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-27 17:03:25","2016-01-19 16:42:06","68","1015650","很好用"
"j***8","广东","金牌会员","来自京东iPhone客户端","True","5","好评","2016-03-27 16:27:14","2016-02-15 11:25:59","41","1015650","用了一段时间，很不错，不伤衣服，洗得也很干净"
"wangxiaoxiao2013","","金牌会员","来自微信购物","False","1","差评","2016-03-27 06:56:35","2016-03-25 06:03:00","2","1015650","早上想洗衣服，电源键按钮按不亮。昨天送到后，师傅说水洗15分钟，end关闭时候就很费劲。"
"k***k","","金牌会员","来自京东Android客户端","True","2","中评","2016-03-27 00:17:44","2016-02-22 14:44:23","34","1015650","收到才几天就降价了，真是气死人。怎么这样呢"
"今***财","四川","PLUS会员","来自京东Android客户端","True","5","好评","2016-03-26 22:41:18","2016-03-20 18:22:36","6","1015650","在京东在东西是看重京东的配货速度，每次买这些大件物品，京东都是包给其他物流公司配送，今天买，要隔一天才能到：对于京东钻石会员的我：心里有点不能接受：害我耽误了很多事情。而且包给其他物流公司送货：他们不负责安装，叫自己打海尔售后服务电话预约安装，又得耽误一天。洗衣机还没用，效果不知道咋样：安装的时候安了个底座支架160元，因为师傅说的这个洗衣机下面泡不得水。新房子也买了很多电器，总的感觉海尔是我买的电器中售后做得有点差的一个：其他电器售后的，都是我在网上买了之后会主动联系问我货物好久能到，好预约安装，师傅安装完了，售后客服小妹还会亲自打电话问我安装师傅有没有恶意收费那些。所以这次买海尔的洗衣机，对海尔的售后这一块不太满意。评个五星，希望把这个评论顶上去，让很多人看到，真是吐血分享啊，希望对要买这款洗衣机的同仁一点参考意见。"
"S***a","云南","钻石会员","来自京东Android客户端","True","4","好评","2016-03-26 15:59:24","2016-03-09 23:43:07","17","1015650","性价比超好，买了还返现。但是洗涤时候，最后洗完，打开盖子附近还有泡沫，有点不爽，怎么漂洗不干净呢？"
"lala88qq","上海","钻石会员","","False","5","好评","2016-03-26 10:49:37","2016-02-01 10:22:25","54","1015650","很好用，质量也很不错，我家里的电器都是在京东店买的，很信赖京东"
"j***c","","银牌会员","来自京东Android客户端","True","5","好评","2016-03-25 22:33:49","2016-03-22 20:57:29","3","1015650","不错很好！"
"1***p","","金牌会员","来自京东Android客户端","True","5","好评","2016-03-25 20:41:33","2016-03-23 18:42:17","2","1015650","物流很快，包装无破损，还没用，后期家装好了会追评"
"G***H","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-25 18:50:01","2016-03-24 13:35:07","1","1015650","送货上门安装时因为门框问题师傅耐心帮助解决 大赞"
"j***l","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-25 16:52:47","2016-03-21 12:02:50","4","1015650","非常好。安装师傅特别耐心特别亲切！"
"淡***伤","广东","金牌会员","来自京东Android客户端","True","5","好评","2016-03-25 16:21:35","2016-03-11 15:24:41","14","1015650","物流速度快，售后服务好的没话说，都打了好几次电话来确认洗衣机有没有问题。点赞?"
"1***p","","金牌会员","来自京东Android客户端","True","5","好评","2016-03-25 14:49:34","2016-02-15 22:35:51","39","1015650","很好！喜欢！用了两个多月，没有问题"
"豌***籽","江苏","钻石会员","来自京东Android客户端","True","5","好评","2016-03-25 13:21:14","2016-03-07 09:07:41","18","1015650","用起来挺好"
"温***L","四川","银牌会员","来自京东Android客户端","True","5","好评","2016-03-25 11:41:37","2016-03-12 18:18:31","13","1015650","我觉得还可以。服务态度很好。只有脱水时声音比较大，洗的时候没什么声音。"
"hYPPnBjFQMkq","","银牌会员","来自微信购物","False","5","好评","2016-03-25 11:21:50","2016-03-22 20:57:39","3","1015650","海尔值得信赖??"
"戏***-","四川","钻石会员","来自京东Android客户端","True","5","好评","2016-03-25 11:08:27","2016-03-15 17:19:53","10","1015650","啦咯啦咯啦咯啦咯啦咯啦咯来咯"
"寻***天","江西","钻石会员","来自京东Android客户端","True","5","好评","2016-03-24 22:40:58","2016-01-28 12:01:37","56","1015650","还不错啊"
"5***华","","钻石会员","来自京东Android客户端","True","5","好评","2016-03-24 18:01:01","2016-03-11 20:02:56","13","1015650","性价比高，不错"
"u***7","上海","PLUS会员","","False","5","好评","2016-03-24 17:22:56","2016-03-10 22:07:43","14","1015650","京东价格给力。送货快。支持京东。。。"
"x***e","天津","金牌会员","","False","5","好评","2016-03-24 16:37:42","2016-03-18 11:31:51","6","1015650","挺好挺好"
"l***8","山东","钻石会员","来自京东Android客户端","True","5","好评","2016-03-24 14:18:45","2016-03-23 15:55:45","1","1015650","服务非常好！赞！！"
"j***1","陕西","金牌会员","来自京东Android客户端","True","5","好评","2016-03-24 12:56:22","2016-03-07 12:23:09","17","1015650","送装师傅态度非常好，每个环节都很严谨，特别是听说我急用不停在帮我催促。谢谢"
"jd158531nfp","","银牌会员","","False","4","好评","2016-03-24 11:09:11","2016-03-04 16:09:56","20","1015650","洗衣机第二天就送货了，服务态度很好，试了很久才来评价，衣服放的多了洗着洗衣机有一股塑料味，而且甩干时声音很大，像是冲击钻的声音。"
"d***0","福建","银牌会员","来自京东Android客户端","True","5","好评","2016-03-24 10:21:32","2016-01-16 15:37:26","68","1015650","用了一段时间还不错"
"摩***呦","四川","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-24 09:21:39","2016-01-24 20:45:27","60","1015650","还行吧，就是感觉洗衣粉放多了就不容易清干净"
"杜***琼","四川","银牌会员","","False","4","好评","2016-03-24 02:32:21","2016-03-08 20:19:11","16","1015650","活动买的比较便宜  送货安装的师傅服务很仔细"
"_小卡_","广东","钻石会员","","False","5","好评","2016-03-23 23:11:36","2016-01-09 20:14:26","74","1015650","非常好用，很喜欢，大品牌，价格也不贵！！"
"j***1","广东","金牌会员","来自京东iPhone客户端","True","5","好评","2016-03-23 22:33:44","2016-03-19 22:21:10","4","1015650","售后很贴心"
"j***r","广东","金牌会员","来自京东Android客户端","True","5","好评","2016-03-23 22:33:08","2016-03-19 18:07:03","4","1015650","挺好的，声音很小，就是好重啊"
"Czz_Czz","重庆","钻石会员","来自京东Android客户端","True","5","好评","2016-03-23 22:29:40","2016-02-26 19:39:53","26","1015650","可以不错"
"j***4","福建","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-23 20:51:48","2016-03-21 12:09:05","2","1015650","刚开始用，没发现什么问题，很好"
"j***q","山西","钻石会员","来自京东Android客户端","True","5","好评","2016-03-23 18:08:28","2016-03-21 21:36:35","2","1015650","很好"
"孟***1","山东","银牌会员","","False","5","好评","2016-03-23 16:44:14","2016-03-21 23:05:15","2","1015650","物流很快！第一天晚上下的单第三上午就到了！海尔售后服务人员太给力！以后买家电还是选海尔！洗衣机的还没用！用了以后再追加评论！"
"jd_9354341","","银牌会员","来自京东Android客户端","True","5","好评","2016-03-23 15:13:43","2016-02-03 16:12:18","49","1015650","家庭非常使用，最好的就是节电省水，洗涤干净！"
"公子倾城","广东","银牌会员","","False","5","好评","2016-03-23 14:24:41","2015-12-28 12:44:54","87","1015650","就是脱水声音挺大的"
"H***菊","","钻石会员","来自京东Android客户端","True","5","好评","2016-03-23 12:19:19","2016-02-18 13:21:54","34","1015650","不错呀"
"宁静静儿","北京","钻石会员","","False","4","好评","2016-03-23 11:41:42","2016-03-18 15:10:20","5","1015650","感觉海不错，质优价廉，安装的师傅也很有耐心"
"j***y","广东","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-23 09:14:59","2016-03-21 11:03:23","2","1015650","很不错，性价比高，不过底座支架要自己另外出钱买不好，总体还是满意。"
"j***d","湖北","钻石会员","来自京东Android客户端","True","5","好评","2016-03-23 09:02:34","2016-03-12 22:14:00","11","1015650","滚筒的洗得更干净，但是时间不能调，只能靠关机。"
"j***h","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-23 08:52:35","2016-03-18 20:33:38","5","1015650","姐姐买了一样的 看着好我也买了 喜欢滚筒"
"1***p","","金牌会员","来自京东iPhone客户端","True","4","好评","2016-03-23 08:20:29","2016-03-17 18:34:55","6","1015650","声音有点大，脱水的时候抖动还是有点大。其他都还可以。"
"jd138291wgc","广东","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-23 08:03:53","2016-03-20 10:44:25","3","1015650","不错，买第二台了！"
"C***女","广西","钻石会员","来自京东Android客户端","True","4","好评","2016-03-22 23:58:12","2016-02-27 19:54:08","24","1015650","还可以，准时送货。只是收到货的时候，外包装纸盒都烂了。操作简单方便，洗衣服的时间比较久，基本还行，价格合适。"
"希***3","","PLUS会员","来自京东iPhone客户端","True","5","好评","2016-03-22 19:23:15","2016-03-17 12:54:05","5","1015650","家里一直用海尔的牌子，期望值很高"
"李梦子","","钻石会员","","False","4","好评","2016-03-22 17:46:54","2016-02-01 14:22:25","50","1015650","非常好！第无数次购买，京东给力"
"陆***军","浙江","钻石会员","","False","5","好评","2016-03-22 14:54:13","2016-01-24 13:09:18","58","1015650","不错"
"陆***军","浙江","钻石会员","","False","5","好评","2016-03-22 14:53:22","2016-01-03 17:17:18","79","1015650","不错"
"C***庆","湖北","银牌会员","来自京东Android客户端","True","5","好评","2016-03-22 14:45:16","2016-03-17 22:00:22","5","1015650","不知道，听说还可以吧，比较大品牌来的，用久点才来评价"
"x***0","北京","PLUS会员","来自京东Android客户端","True","5","好评","2016-03-22 14:06:51","2016-03-20 20:06:44","2","1015650","安装师傅很热情，安装很熟练，非常满意！赞"
"h***0","重庆","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-22 13:36:21","2016-02-23 13:55:42","28","1015650","的确不错，非常好"
"s***t","广东","金牌会员","来自京东iPhone客户端","True","5","好评","2016-03-22 12:55:25","2016-02-21 22:59:59","30","1015650","还挺好用的"
"jjJayyxeutag","","银牌会员","来自微信购物","False","3","中评","2016-03-22 12:52:38","2015-12-31 19:47:52","83","1015650","刚买回来还觉得声音可以忍受，现在不行了，越来越大声音，介意的就别买这个噪音器了。"
"j***荷","北京","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-22 11:43:00","2016-03-15 13:19:32","7","1015650","洗衣挺干净，很满意"
"大***长","山东","PLUS会员[试用]","来自京东iPhone客户端","True","5","好评","2016-03-22 11:28:23","2016-03-16 22:55:21","6","1015650","还没用 先赞下一送货师傅"
"山***儿","北京","银牌会员","来自京东Android客户端","True","5","好评","2016-03-22 11:25:23","2016-03-18 08:08:25","4","1015650","给单位买的洗衣机，还没有使用。不过快递员挺贴心的，还帮忙送到单位生产车间又给装上。赞?"
"j***s","江苏","PLUS会员[试用]","来自京东iPhone客户端","True","5","好评","2016-03-22 08:57:45","2016-03-11 12:27:05","11","1015650","挺不错的&hellip;&hellip;&hellip;！&hellip;&hellip;还没用，不知道怎么样"
"j***b","广东","银牌会员","来自京东Android客户端","True","5","好评","2016-03-22 07:00:13","2016-03-13 20:34:25","9","1015650","用了两次还可以，就是声音有点大。"
"j***5","四川","金牌会员","来自京东iPhone客户端","True","5","好评","2016-03-21 22:58:13","2016-03-06 18:21:19","15","1015650","第二次买，送给妈妈的。虽然没问怎么样，但我自己用的那个从来没坏过。好东西就得支持。所有电器都上京东买支持国产。"
"z***a","","钻石会员","来自京东Android客户端","True","5","好评","2016-03-21 19:26:32","2016-03-13 18:02:09","8","1015650","洗衣你到货时间与预计时间相差一天，安装比较顺利，目前未发现什么大问题，等待后续追评～"
"小米阳光007","安徽","金牌会员","来自微信购物","False","5","好评","2016-03-21 19:15:55","2016-01-24 21:36:31","57","1015650","东西很不错，很实用的电器，比实体店便宜京东靠谱"
"j***v","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-21 18:58:56","2016-03-02 17:47:28","19","1015650","挺好用的"
"j***3","","银牌会员","来自京东Android客户端","True","5","好评","2016-03-21 17:22:53","2016-03-18 19:24:07","3","1015650","挺好的"
"j***c","","银牌会员","来自京东iPhone客户端","True","5","好评","2016-03-21 14:34:43","2016-02-12 13:01:59","38","1015650","还可以，甩鞋子是不行，甩一件也不行，但是还是比较省事。"
"S***S","","金牌会员","来自京东Android客户端","True","5","好评","2016-03-21 14:29:32","2016-02-14 19:30:20","36","1015650","非常不错"
"jd186855wxe","","钻石会员","","False","5","好评","2016-03-21 11:47:56","2016-02-14 11:51:21","36","1015650","质量一般，外观一般，不过毕竟这点价钱，对得住人了！"
"慢***3","","金牌会员","来自京东iPhone客户端","True","5","好评","2016-03-21 11:24:25","2016-03-18 21:00:55","3","1015650","洗衣机用着很方便，声音能接受。物流快！服务态度好！很满意！京东忠实粉丝。"
"j***羊","","PLUS会员","","False","5","好评","2016-03-21 10:36:03","2016-03-11 21:28:11","10","1015650","给客户买的洗衣机。快递速度很快。上门安装的人选态度也是极好的。客户挺满意的。今天用了一下。发微信告诉我还不错。希望售后会和售前服务一样帮。以后空调冰箱什么的都会考虑来你们家。"
"中***厦","北京","钻石会员","来自京东Android客户端","True","5","好评","2016-03-20 21:59:10","2016-01-19 20:42:48","61","1015650","还好用啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊"
"j***g","","金牌会员","来自京东iPhone客户端","True","5","好评","2016-03-20 21:31:03","2016-03-16 13:07:30","4","1015650","货已收到，还没有，用了再来评论。"
"g***a","天津","金牌会员","来自京东Android客户端","True","5","好评","2016-03-20 20:59:38","2016-03-16 20:18:32","4","1015650","声音不大，挺省水的，就是时间有点长啊"
"jd_peng161275","四川","PLUS会员[试用]","","False","5","好评","2016-03-20 19:57:00","2016-03-15 13:08:33","5","1015650","帮同事下的单，送货很快，安装简单。挺好的。"
"j***g","","金牌会员","来自京东Android客户端","True","5","好评","2016-03-20 12:33:08","2016-03-11 19:43:28","9","1015650","好像还不错"
"y***2","上海","金牌会员","来自京东iPhone客户端","True","5","好评","2016-03-20 09:19:42","2016-02-26 23:38:36","23","1015650","很好很强大"
"w***1","山西","钻石会员","来自京东Android客户端","True","5","好评","2016-03-19 23:26:43","2016-03-07 21:44:26","12","1015650","海尔一如既往的好"
"j***i","","金牌会员","来自京东iPhone客户端","True","5","好评","2016-03-19 23:22:05","2016-03-06 11:11:54","13","1015650","外观大气"
"t***d","天津","钻石会员","来自京东Android客户端","True","5","好评","2016-03-19 22:25:27","2016-03-17 18:31:26","2","1015650","第一次购买海尔的洗衣机，希望别让我失望"
"非***4","江苏","钻石会员","来自京东Android客户端","True","5","好评","2016-03-19 21:25:40","2016-02-15 10:40:40","33","1015650","东西不错，京东值得信赖的！！"
"Z***m","","钻石会员","来自京东Android客户端","True","5","好评","2016-03-19 21:03:45","2016-03-07 22:38:06","12","1015650","东西不错，可惜颜色居然不是白色的。有点失落。和阳台洗脸盆，不是很搭"
"我***茶","","金牌会员","来自京东Android客户端","True","5","好评","2016-03-19 19:28:05","2016-03-18 20:32:30","1","1015650","帮朋友买的，很满意。快递和服务都很好，洗衣机也不错，颜值挺高。"
"常***熟","江苏","钻石会员","来自京东Android客户端","True","5","好评","2016-03-19 19:26:31","2016-03-10 22:42:27","9","1015650","活动价*送货挺快的，送货人员的服务态度有待再培训（安装时安装人员不小心碰开了水龙头，导致地面上有积水，还要客户拖地，虽然是小事但是看得出服务意识还待加强，不符合海尔品牌的服务理念）"
"cBMhucPbciny","","银牌会员","来自微信购物","False","5","好评","2016-03-19 17:44:00","2016-03-17 07:00:13","2","1015650","商品不错哦"
"j***l","山西","金牌会员","来自京东Android客户端","True","5","好评","2016-03-19 16:59:24","2016-02-12 00:25:02","36","1015650","是正品，质量好，服务好好好好好"
"n***7","广东","钻石会员","来自京东iPhone客户端","True","5","好评","2016-03-19 15:48:01","2016-01-23 22:16:57","56","1015650","用着很好，送货上门背到五楼，辛苦送货师傅了"
"b***1","广东","钻石会员","","False","5","好评","2016-03-19 12:14:23","2016-03-10 17:27:48","9","1015650","质量挺好的上门安装服务特别好，声音也不大，很满意的一次购物"
"s***h","广东","钻石会员","","False","5","好评","2016-03-19 11:42:41","2016-03-10 17:30:26","9","1015650","质量挺好的上门安装服务特别好，声音也不大，很满意的一次购物"
"s***i","广东","钻石会员","","False","5","好评","2016-03-19 11:37:35","2016-03-10 17:29:12","9","1015650","货到了，谢谢你。挺喜欢的，好京东 非常不错的一次购物体验"
